Extremum 1 found at image  0.000000 with energy:  0.000000
Extremum 2 found at image  2.953210 with energy:  0.139276
Extremum 3 found at image  2.999887 with energy:  0.139275
Extremum 4 found at image  3.042682 with energy:  0.139276
Extremum 5 found at image  6.000000 with energy:  0.000000
