  0     0.000000     0.000000     0.000000   0
  1     0.387791     0.040022    -0.185043   1
  2     0.778024     0.116345    -0.180706   2
  3     1.168296     0.139275    -0.000001   3
  4     1.557631     0.116345     0.180704   4
  5     1.946356     0.040023     0.185029   5
  6     2.332881    -0.000000     0.000000   6
