    0           0.41241100          -128.014987                    0 
    1           0.39497100          -128.016884          -0.00189713 
    2           0.27465700          -128.036118           -0.0211313 
    3           0.15822700          -128.052604           -0.0376171 
    4           0.20678600          -128.061343           -0.0463558 
    5           0.11171700          -128.068222           -0.0532351 
    6           0.34122500          -128.049837             -0.03485 
    7           0.42319700          -128.048816           -0.0338292 
    8           0.38163600          -128.054469           -0.0394822 
    9           0.80215500          -128.079025           -0.0640385 
   10           0.33608400          -128.089839           -0.0748522 
   11           0.11418700          -128.099537           -0.0845504 
   12           0.10071300          -128.109601           -0.0946144 
   13           0.08802500          -128.128407             -0.11342 
   14           0.37410400          -128.152029            -0.137042 
   15           0.14638500          -128.156649            -0.141662 
   16           0.06074900          -128.160654            -0.145667 
   17           0.06669200          -128.163824            -0.148837 
   18           0.51512800          -128.150244            -0.135257 
   19           0.40389800          -128.136102            -0.121116 
   20           0.91934100          -128.049663           -0.0346758 
   21           0.43419500          -128.153793            -0.138806 
   22           0.09596200          -128.174342            -0.159355 
   23           0.06600600          -128.175231            -0.160244 
   24           0.08868000          -128.175311            -0.160324 
   25           0.81943000          -128.052641           -0.0376545 
   26           0.14555400          -128.171102            -0.156115 
   27           0.09490200          -128.175148            -0.160161 
   28           0.07662800          -128.177020            -0.162033 
   29           0.04902400          -128.176107             -0.16112 
   30           0.10618400          -128.172615            -0.157629 
   31           0.54950200          -128.092272           -0.0772853 
   32           0.26339800          -128.155742            -0.140756 
   33           0.15537000          -128.172947             -0.15796 
   34           0.08637000          -128.176574            -0.161587 
   35           0.03013700          -128.177274            -0.162287 
   36           0.03328300          -128.177586            -0.162599 
   37           0.09407900          -128.177287              -0.1623 
   38           0.55841000          -128.130945            -0.115959 
   39           0.26604700          -128.169774            -0.154787 
   40           0.12677600          -128.175858            -0.160871 
   41           0.05210200          -128.176984            -0.161998 
   42           0.03942500          -128.177485            -0.162498 
   43           0.04527000          -128.177576            -0.162589 
   44           0.10320400          -128.175893            -0.160906 
   45           0.08578700          -128.177132            -0.162145 
   46           0.04445100          -128.177719            -0.162732 
   47           0.35234900          -128.174071            -0.159084 
   48           1.79789900          -128.077137           -0.0621504 
   49           0.38045900          -128.167155            -0.152168 
   50           0.21343000          -128.167168            -0.152181 
   51           0.08219400          -128.165876            -0.150889 
   52           0.04846300          -128.165581            -0.150594 
   53           0.08333700          -128.161460            -0.146473 
   54           0.67021700          -128.136337             -0.12135 
   55           0.10229500          -128.143984            -0.128998 
   56           0.08722000          -128.145954            -0.130967 
   57           0.02133300          -128.149694            -0.134707 
   58           0.01632100          -128.149974            -0.134987 
   59           0.01436000          -128.149793            -0.134807 
   60           0.01672600          -128.148711            -0.133725 
   61           0.03223100          -128.143769            -0.128782 
   62           0.06927300          -128.137307             -0.12232 
   63           0.09781400          -128.134947             -0.11996 
   64           0.02460600          -128.142378            -0.127391 
   65           0.04999100          -128.141821            -0.126834 
   66           0.01233800          -128.143192            -0.128205 
