  174 T=     0. E= -.33252714E+03 F= -.33252988E+03 E0= -.33245205E+03  EK= 0.27477E-02 SP= 0.00E+00 SK= 0.00E+00
  175 T=     1. E= -.33252718E+03 F= -.33253321E+03 E0= -.33245532E+03  EK= 0.60295E-02 SP= 0.00E+00 SK= 0.00E+00
  176 T=     1. E= -.33252722E+03 F= -.33253731E+03 E0= -.33245937E+03  EK= 0.10088E-01 SP= 0.00E+00 SK= 0.00E+00
  177 T=     2. E= -.33252725E+03 F= -.33254161E+03 E0= -.33246361E+03  EK= 0.14364E-01 SP= 0.00E+00 SK= 0.00E+00
  178 T=     2. E= -.33252725E+03 F= -.33254580E+03 E0= -.33246772E+03  EK= 0.18543E-01 SP= 0.00E+00 SK= 0.00E+00
  179 T=     3. E= -.33252725E+03 F= -.33254986E+03 E0= -.33247170E+03  EK= 0.22611E-01 SP= 0.00E+00 SK= 0.00E+00
  180 T=     3. E= -.33252726E+03 F= -.33255397E+03 E0= -.33247572E+03  EK= 0.26710E-01 SP= 0.00E+00 SK= 0.00E+00
  181 T=     4. E= -.33252728E+03 F= -.33255817E+03 E0= -.33247983E+03  EK= 0.30896E-01 SP= 0.00E+00 SK= 0.00E+00
  182 T=     4. E= -.33252732E+03 F= -.33256230E+03 E0= -.33248385E+03  EK= 0.34987E-01 SP= 0.00E+00 SK= 0.00E+00
  183 T=     5. E= -.33252735E+03 F= -.33256596E+03 E0= -.33248737E+03  EK= 0.38601E-01 SP= 0.00E+00 SK= 0.00E+00
  184 T=     5. E= -.33252738E+03 F= -.33256871E+03 E0= -.33248998E+03  EK= 0.41331E-01 SP= 0.00E+00 SK= 0.00E+00
